pdb_id,split,component_id,n_chains,n_clusters,clusters
7vvr,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
7vwc,train,71,2,1,8z0f__B
7vwl,train,0,29,29,5lnk__A;5lnk__Y;5lnk__k;5xtc__Q;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6zka__l;6zka__p;6zka__x;7a23__a;7ar7__M;7ard__T;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qso__h;7v2c__d;7v2c__v;7v2d__m;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y
7vx8,train,71,2,1,8z0f__B
7vxs,train,0,29,29,5lnk__A;5lnk__Y;5lnk__k;5xtc__Q;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6zka__l;6zka__p;6zka__x;7a23__a;7ar7__M;7ard__T;7b93__J;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qso__h;7v2c__d;7v2c__v;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y
7vy1,train,0,29,29,5lnk__A;5lnk__Y;5lnk__k;5xtc__Q;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6zka__l;6zka__p;6zka__x;7a23__a;7ar7__M;7ard__T;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qso__h;7v2c__d;7v2c__v;7v2d__m;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y
7vy3,test,2,8,5,1aig__L;6zxa__B;7vnm__X;7yml__D;8zk2__H
7vy9,train,0,29,29,5lnk__A;5lnk__Y;5lnk__k;5xtc__Q;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6zka__l;6zka__p;6zka__x;7a23__a;7ar7__M;7ard__T;7b93__J;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qso__h;7v2c__d;7v2c__v;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y
7vye,train,0,29,29,5lnk__A;5lnk__Y;5lnk__k;5xtc__Q;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6zka__l;6zka__p;6zka__x;7a23__a;7ar7__M;7ard__T;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qso__h;7v2c__d;7v2c__v;7v2d__m;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y
7vyg,train,0,29,29,5lnk__A;5lnk__Y;5lnk__k;5xtc__Q;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6zka__l;6zka__p;6zka__x;7a23__a;7ar7__M;7ard__T;7b93__J;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qso__h;7v2c__d;7v2c__v;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y
7vyi,train,0,29,29,5lnk__A;5lnk__Y;5lnk__k;5xtc__Q;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6zka__l;6zka__p;6zka__x;7a23__a;7ar7__M;7ard__T;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qso__h;7v2c__d;7v2c__v;7v2d__m;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y
7vys,train,0,29,29,5lnk__A;5lnk__Y;5lnk__k;5xtc__Q;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6zka__l;6zka__p;6zka__x;7a23__a;7ar7__M;7ard__T;7b93__J;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qso__h;7v2c__d;7v2c__v;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y
7vz8,train,0,29,29,5lnk__A;5lnk__Y;5lnk__k;5xtc__Q;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6zka__l;6zka__p;6zka__x;7a23__a;7ar7__M;7ard__T;7b93__Z;7b93__n;7qsd__i;7qsk__f;7qsk__j;7qso__h;7v2c__d;7v2c__v;7v2d__m;8ba0__N;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y
7vzb,train,71,2,1,8z0f__B
7vzg,train,309,12,8,7vzg__B;7vzg__D;7vzg__E;7vzg__F;7vzg__G;7vzg__a;7vzr__C;7vzr__c
7vzr,train,309,10,6,7vzg__E;7vzg__F;7vzg__G;7vzg__a;7vzr__C;7vzr__c
7vzv,train,0,44,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7vzw,train,0,44,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w00,train,0,44,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w0h,train,0,44,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w0l,train,0,6,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
7w0m,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
7w0n,train,0,8,6,6njn__I;7ad3__F;7jvp__R;7w0n__D;7ys6__B;8ddx__J
7w0o,train,0,6,6,6njn__I;7ad3__F;7jvp__R;7w0n__D;7ys6__B;8ddx__J
7w0p,train,0,6,6,6njn__I;7ad3__F;7jvp__R;7w0n__D;7ys6__B;8ddx__J
7w0r,train,0,44,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w0y,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w1o,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w1p,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w1t,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w1u,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w1v,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w1z,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w20,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w2b,train,102,2,1,8wue__A
7w2c,train,102,2,1,8wue__A
7w2d,train,102,3,1,8wue__A
7w2e,train,102,3,1,8wue__A
7w2f,train,102,3,1,8wue__A
7w2g,train,102,3,1,8wue__A
7w2h,train,102,3,1,8wue__A
7w2k,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w2l,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w2r,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w2u,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w2y,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w2z,train,0,6,6,6njn__I;7ad3__F;7w2z__L;7ys6__B;8ddx__J;8ibu__R
7w31,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w32,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w35,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w3e,train,0,26,13,1fft__A;1occ__B;1occ__G;1occ__I;1occ__L;5z62__J;7jro__c;7jrp__e;7o37__m;7thu__D;7thu__K;8q1b__f;8q1b__j
7w3y,val,6,4,1,5wie__B
7w3z,train,0,5,5,6njn__I;7ad3__F;7xjj__E;7ys6__B;8ddx__J
7w40,train,0,5,5,6njn__I;7ad3__F;7xjj__E;7ys6__B;8ddx__J
7w47,train,0,2,2,6jxk__B;8iwp__A
7w48,train,0,2,2,6jxk__B;8iwp__A
7w49,train,0,2,2,6jxk__B;8iwp__A
7w4a,train,0,2,2,6jxk__B;8iwp__A
7w4c,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w4d,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w4e,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w4f,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w4g,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__J;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w4j,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w4k,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w4l,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w4m,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w4n,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w4o,train,0,8,2,2qks__A;8wi0__A
7w4p,train,0,8,2,2qks__A;8wi0__A
7w4q,train,0,45,44,5lnk__A;5lnk__Y;5lnk__k;5xtc__S;5xtc__U;6g2j__K;6rfq__1;6u8y__l;6zka__l;6zka__p;6zka__x;6zr2__r;7a23__a;7ar7__M;7ar7__Q;7ar8__P;7ard__I;7ard__T;7b93__V;7b93__Z;7b93__n;7o6y__f;7qsd__i;7qsk__f;7qsk__j;7qsk__s;7qso__h;7v2c__d;7v2c__v;7v2d__m;7zm7__H;7zm7__K;7zmb__h;8ba0__G;8ba0__N;8ba0__W;8ba0__d;8ba0__g;8ba0__k;8ba0__l;8olt__Y;8qby__C;8qby__F;8xo0__R
7w53,train,0,6,6,6njn__I;7ad3__F;7w53__C;7ys6__B;8ddx__J;8ibu__R
7w55,train,0,6,6,6njn__I;7ad3__F;7w56__C;7ys6__B;8ddx__J;8ibu__R
7w56,train,0,6,6,6njn__I;7ad3__F;7w56__C;7ys6__B;8ddx__J;8ibu__R
7w57,train,0,6,6,6njn__I;7ad3__F;7w57__C;7ys6__B;8ddx__J;8ibu__R
7w6k,train,54,2,1,8zvf__B
7w6n,val,6,8,2,5wie__B;7w6n__A
7w6p,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
7w6s,val,6,8,2,5wie__B;7w6n__A
7w6t,val,6,10,3,5wie__B;7e8h__I;7w6n__A
7w72,train,308,5,5,7w72__K;7w72__T;7wld__G;7wld__S;7wld__U
7w77,train,0,3,3,5xsy__B;7dtd__B;8vyj__A
7w78,test,8,4,2,5xu1__A;7w78__B
7w79,test,8,4,2,5xu1__A;7w78__B
7w7a,test,8,4,2,5xu1__A;7w78__B
7w7b,test,8,4,2,5xu1__A;7w78__B
7w7c,test,8,4,2,5xu1__A;7w7c__D
7w7d,test,8,4,2,5xu1__A;7w78__B
7w7e,train,0,5,5,6njn__I;7ad3__F;7jvp__R;7ys6__B;8ddx__J
7w7f,train,0,3,3,5xsy__B;7dtd__B;8vyj__A
7w7g,train,0,4,4,7cm3__B;7sx4__D;7wji__A;7wji__C
7w7s,train,0,4,1,5i32__A
7w9k,train,0,3,3,5xsy__B;7dtd__B;8vyj__A
7w9l,train,0,3,3,5xsy__B;7dtd__B;8vyj__A
7w9m,train,0,3,3,5xsy__B;7dtd__B;8vyj__A
7w9p,train,0,3,3,5xsy__B;7dtd__B;8vyj__A
7w9t,train,0,3,3,5xsy__B;7dtd__B;8vyj__A
7w9w,train,152,3,1,8yej__A
7wbj,train,0,5,5,6m1i__B;7ad3__F;7ys6__B;8ddx__J;8flt__R
